Centro,Direccion,Longitud,Latitud,Tipo,Id,Ciudad,Horario,institucion
CHIQUITINES,EUFRASIO LOZA 574,-64.1568524,-31.4072567,Sala Cuna,CHIQUITINES,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
Clínica Mehelar#67#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#67#6,"Córdoba, Argentina",NULL,CS 067 - 16 de Noviembre
Clínica Mehelar#79#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#79#4,"Córdoba, Argentina",NULL,CS 079 - Albert Sabin
Clínica San Nicolás#00#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#00#4,"Córdoba, Argentina",NULL,CS 100 - Heroes de Malvinas Vicor
Clínica Mehelar#44#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#44#4,"Córdoba, Argentina",NULL,CS 044 - Bella Vista
Clínica Mehelar#91#2,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#91#2,"Córdoba, Argentina",NULL,CS 091 - Villa Bustos
Clínica San Nicolás#12#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#12#3,"Córdoba, Argentina",NULL,CS 012 - Ferreyra
Centro Vecinal Palmar y Villa Claudina,Gobernador Nuñez 5413,-64.1248255615448,-31.3896893640075,Centro Vecinal,Centro Vecinal Palmar y Villa Claudina,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Clínica Mehelar#52#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#52#5,"Córdoba, Argentina",NULL,CS 052 - Villa Urquiza
Clínica Mehelar#58#2,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#58#2,"Córdoba, Argentina",NULL,CS 058 - Maldonado
Clínica Mehelar#64#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#64#3,"Córdoba, Argentina",NULL,CS 064 - Ona Biallet
Clínica San Nicolás#25#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
Clínica Mehelar#76#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
Clínica Mehelar#59#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#59#4,"Córdoba, Argentina",NULL,CS 059 - Congreso
Clínica Mehelar#19#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#19#1,"Córdoba, Argentina",NULL,CS 019 - Sargento Cabral
Clínica Mehelar#80#2,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
Clínica San Nicolás#46#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#46#4,"Córdoba, Argentina",NULL,CS 046 - Santa Isabel
Clínica Mehelar#61#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#61#6,"Córdoba, Argentina",NULL,CS 061 - Barrio el Cerrito
Clínica San Nicolás#08#2,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#08#2,"Córdoba, Argentina",NULL,CS 008 - Acosta
Clínica San Nicolás#30#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#30#5,"Córdoba, Argentina",NULL,CS 030 - Villa Paez
Clínica Mehelar#51#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#51#1,"Córdoba, Argentina",NULL,CS 051 - Guinazu
Clínica Mehelar#06#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#06#6,"Córdoba, Argentina",NULL,CS 006 - Villa Rivera Indarte
Clínica San Nicolás#11#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Clínica Mehelar#11#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Clínica San Nicolás#15#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#15#1,"Córdoba, Argentina",NULL,CS 015 - Remedios de Escalada
Clínica San Nicolás#59#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#59#4,"Córdoba, Argentina",NULL,CS 059 - Congreso
Clínica San Nicolás#27#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#27#3,"Córdoba, Argentina",NULL,CS 027 - Pilar
Clínica Mehelar#83#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
Clínica Mehelar#85#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#85#1,"Córdoba, Argentina",NULL,CS 085 - Patricios Este
Clínica Mehelar#97#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Clínica San Nicolás#32#2,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
Clínica Mehelar#87#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#87#5,"Córdoba, Argentina",NULL,CS 087 - Sachi
Clínica San Nicolás#04#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#04#1,"Córdoba, Argentina",NULL,CS 004 - Nueva Italia
Clínica San Nicolás#06#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#06#6,"Córdoba, Argentina",NULL,CS 006 - Villa Rivera Indarte
Clínica San Nicolás#35#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#35#3,"Córdoba, Argentina",NULL,CS 035 - Villa Revol
Clínica San Nicolás#75#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#75#3,"Córdoba, Argentina",NULL,CS 075 - Cerveceros
Clínica San Nicolás#47#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#47#3,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
Clínica Mehelar#10#2,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#10#2,"Córdoba, Argentina",NULL,CS 010 - Colonia Lola
Clínica Mehelar#55#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#55#5,"Córdoba, Argentina",NULL,CS 055 - Las Palmas
Clínica Mehelar#92#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#92#6,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
Clínica San Nicolás#19#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#19#1,"Córdoba, Argentina",NULL,CS 019 - Sargento Cabral
Clínica Mehelar#90#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#90#3,"Córdoba, Argentina",NULL,CS 090 - Ituzaingo Anexo
Clínica San Nicolás#33#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#33#6,"Córdoba, Argentina",NULL,CS 033 - Arguello
Clínica Mehelar#95#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#95#3,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
Clínica Mehelar#62#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#62#6,"Córdoba, Argentina",NULL,CS 062 - Villa Cornu
Clínica Mehelar#15#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#15#1,"Córdoba, Argentina",NULL,CS 015 - Remedios de Escalada
Clínica San Nicolás#85#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#85#1,"Córdoba, Argentina",NULL,CS 085 - Patricios Este
Clínica Mehelar#16#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#16#6,"Córdoba, Argentina",NULL,CS 016 - Zumaran
Clínica San Nicolás#40#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#40#4,"Córdoba, Argentina",NULL,CS 040 - Las Flores
Clínica Mehelar#17#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#17#1,"Córdoba, Argentina",NULL,CS 017 - Villa Azalais Oeste
Clínica San Nicolás#99#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#99#5,"Córdoba, Argentina",NULL,CS 099 - Los Robles
Clínica San Nicolás#37#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#37#3,"Córdoba, Argentina",NULL,CS 037 - Jose I. Diaz Il secc.
Clínica San Nicolás#16#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#16#6,"Córdoba, Argentina",NULL,CS 016 - Zumaran
Clínica San Nicolás#77#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#77#5,"Córdoba, Argentina",NULL,CS 077 - Don Bosco
Clínica Mehelar#32#2,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
Clínica San Nicolás#48#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#48#1,"Córdoba, Argentina",NULL,CS 048 - Villa Azalais Este
Clínica San Nicolás#23#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#23#5,"Córdoba, Argentina",NULL,CS 023 - Rosedal Anexo
Clínica San Nicolás#92#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#92#6,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
Clínica Mehelar#96#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#96#3,"Córdoba, Argentina",NULL,CS 096 - Jose Ignacio Diaz 1 Seccion
Clínica San Nicolás#51#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#51#1,"Córdoba, Argentina",NULL,CS 051 - Guinazu
Clínica Mehelar#98#2,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#98#2,"Córdoba, Argentina",NULL,CS 098 - Mercado de Abasto
CS 007 - Pueyrredon,CallePasaje Urtubey esq. Faray Bracco,-64.154813,-31.400302,Centro de Salud,07,"Córdoba, Argentina",7 a 17hs,CS 007 - Pueyrredon
Clínica San Nicolás#01#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#01#6,"Córdoba, Argentina",NULL,CS 101 - 12 de Julio
CS 011 - Crisol Sur,Calle Tolosa 2564 esq. Acosta,-64.164217,-31.43975,Centro de Salud,11,"Córdoba, Argentina",7 a 14hs,CS 011 - Crisol Sur
Clínica Mehelar#45#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#45#4,"Córdoba, Argentina",NULL,CS 045 - Cabo Farina
Clínica Mehelar#29#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#29#5,"Córdoba, Argentina",NULL,CS 029 - Villa Siburu
Clínica Mehelar#68#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#68#3,"Córdoba, Argentina",NULL,CS 068 - Carcano
Clínica San Nicolás#26#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#26#5,"Córdoba, Argentina",NULL,CS 026 - Santa Ana
CORAZÓN ABIERTO - CORONEL OLMEDO,JUAN RAMÓN ESTOMBA 5849,-64.141056,-31.481722,Sala Cuna,CORAZÓN ABIERTO - CORONEL OLMEDO,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
Clínica San Nicolás#39#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#39#4,"Córdoba, Argentina",NULL,CS 039 - Ferrer
Clínica San Nicolás#31#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#31#6,"Córdoba, Argentina",NULL,CS 031 - La Salle
Clínica San Nicolás#41#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#41#4,"Córdoba, Argentina",NULL,CS 041 - Villa el Libertador
Clínica San Nicolás#52#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#52#5,"Córdoba, Argentina",NULL,CS 052 - Villa Urquiza
Clínica San Nicolás#49#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#49#6,"Córdoba, Argentina",NULL,CS 049 - Colinas del Cerro
CS 035 - Villa Revol,Calle Chascomus 1750,-64.170448,-31.445921,Centro de Salud,35,"Córdoba, Argentina",7 a 14hs,CS 035 - Villa Revol
Clínica San Nicolás#55#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#55#5,"Córdoba, Argentina",NULL,CS 055 - Las Palmas
Clínica San Nicolás#60#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#60#6,"Córdoba, Argentina",NULL,CS 060 - Marquez Anexo
Clínica San Nicolás#45#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#45#4,"Córdoba, Argentina",NULL,CS 045 - Cabo Farina
Clínica San Nicolás#17#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#17#1,"Córdoba, Argentina",NULL,CS 017 - Villa Azalais Oeste
Clínica San Nicolás#72#2,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#72#2,"Córdoba, Argentina",NULL,CS 072 - La Floresta
Clínica San Nicolás#53#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#53#4,"Córdoba, Argentina",NULL,CS 053 - Inaudi
Clínica San Nicolás#34#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#34#6,"Córdoba, Argentina",NULL,CS 034 - Villa 9 de Julio
Clínica San Nicolás#81#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#81#3,"Córdoba, Argentina",NULL,CS 081 - San Lorenzo
CS 039 - Ferrer,Calle Bustos y Ferreyra 3100 esq. M. Baigorria,-64.21092,-31.44526,Centro de Salud,39,"Córdoba, Argentina",7 a 14hs,CS 039 - Ferrer
Clínica Mehelar#37#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#37#3,"Córdoba, Argentina",NULL,CS 037 - Jose I. Diaz Il secc.
CS 081 - San Lorenzo,Manuel Padilla 4677,-64.1084924,-31.455072,Centro de Salud,81,"Córdoba, Argentina",7 a 14:45hs,CS 081 - San Lorenzo
CS 003 - Los Pinos,Calle Los Nogales 3786 (entre M.J. Duran y Rawson),-64.140914,-31.39212,Centro de Salud,03,"Córdoba, Argentina",7 a 14hs,CS 003 - Los Pinos
Clínica San Nicolás#68#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#68#3,"Córdoba, Argentina",NULL,CS 068 - Carcano
Clínica San Nicolás#94#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#94#1,"Córdoba, Argentina",NULL,CS 094 - Parque Liceo III Seccion
Clínica San Nicolás#76#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
Comedor Ciudad de los Cuartetos,Manzana 10 lote 11,-64.1316283592058,-31.3582573578083,Centro Comunitario,Comedor Ciudad de los Cuartetos,"Córdoba, Argentina",NULL,CS 018 - San Jorge
CS 096 - Jose Ignacio Diaz 1 Seccion,Camimo a 60 cuadas Km 3 1/2,-64.128624,-31.442765,Centro de Salud,96,"Córdoba, Argentina",7 a 14hs,CS 096 - Jose Ignacio Diaz 1 Seccion
CORAZONES DORADOS,CAMINO SAN ANTONIA KM 7 Y MEDIO,-64.193917,-31.498583,Sala Cuna,CORAZONES DORADOS,"Córdoba, Argentina",NULL,CS 079 - Albert Sabin
CS 014 - General Bustos,Calle Diagonal IKA 1010,-64.163957,-31.387143,Centro de Salud,14,"Córdoba, Argentina",7 a 14hs - jueves 7 a 15:30hs,CS 014 - General Bustos
Direccion de Especialidades Medicas DEM Norte,"Anacreonte esq. Jujuy ",-64.18134577,-31.37933113,DEM,DN,"Córdoba, Argentina",7 a 14hs,Direccion de Especialidades Medicas DEM Norte
CS 024 - Cupani,Calle Isaac Albeniz 1454,-64.207929,-31.423763,Centro de Salud,24,"Córdoba, Argentina",7 a 14hs,CS 024 - Cupani
Clínica Mehelar#48#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#48#1,"Córdoba, Argentina",NULL,CS 048 - Villa Azalais Este
Clínica San Nicolás#69#2,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#69#2,"Córdoba, Argentina",NULL,CS 069 - Gral Arenales
Clínica San Nicolás#79#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#79#4,"Córdoba, Argentina",NULL,CS 079 - Albert Sabin
Clínica Mehelar#70#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#70#5,"Córdoba, Argentina",NULL,CS 070 - Estacion Flores
Clínica San Nicolás#74#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#74#1,"Córdoba, Argentina",NULL,CS 074 - Villa Esquiu
Clínica Mehelar#42#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#42#4,"Córdoba, Argentina",NULL,CS 042 - Comercial
Clínica San Nicolás#86#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Clínica San Nicolás#67#6,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#67#6,"Córdoba, Argentina",NULL,CS 067 - 16 de Noviembre
CS 013 - Hipolito Yrigoyen,Calle Avellaneda 3571,-64.186984,-31.372752,Centro de Salud,13,"Córdoba, Argentina",7 a 14hs,CS 013 - Hipolito Yrigoyen
Clínica San Nicolás#95#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#95#3,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
CS 016 - Zumaran,Calle Sebastian Gaboto 2356,-64.205153,-31.375246,Centro de Salud,16,"Córdoba, Argentina",7 a 14hs,CS 016 - Zumaran
Clínica San Nicolás#56#2,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#56#2,"Córdoba, Argentina",NULL,CS 056 - Empalme
Clínica San Nicolás#78#1,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#78#1,"Córdoba, Argentina",NULL,CS 078 - Parque Liceo ll Seccion
Clínica San Nicolás#63#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#63#5,"Córdoba, Argentina",NULL,CS 063 - Parque Republica
Clínica San Nicolás#83#5,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
Clínica San Nicolás#64#3,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#64#3,"Córdoba, Argentina",NULL,CS 064 - Ona Biallet
Clínica San Nicolás#84#2,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#84#2,"Córdoba, Argentina",NULL,CS 084 - Bajo Grande
Clínica Mehelar#50#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#50#5,"Córdoba, Argentina",NULL,CS 050 - Villa Adela
COLON,AV. COLÓN 5300,-64.2517013549805,-31.3959980010986,CPC,COLON,"Córdoba, Argentina",NULL,CS 049 - Colinas del Cerro
CAPS (Centros de Atención Primaria de la Salud)  Cuidad Ampliación Cabildo,Malaspina 1230,-64.2290877740581,-31.4822158836651,CAPS,CAPS (Centros de Atención Primaria de la Salud)  Cuidad Ampliación Cabildo,"Córdoba, Argentina",NULL,CS 046 - Santa Isabel
CS 021 - Marquez de Sobremonte,Calle Aguilar 5441 esq. Tomas de Irobi,-64.196747,-31.364883,Centro de Salud,21,"Córdoba, Argentina",7 a 14hs,CS 021 - Marquez de Sobremonte
CS 032 - Yapeyu,Calle Loreto 42,-64.149583,-31.41276,Centro de Salud,32,"Córdoba, Argentina",7 a 14hs - 15 a 20hs,CS 032 - Yapeyu
Corteza Botánica y Salud Integral (Taller de Hotel Inminente),La Rioja 556,-64.1896078317322,-31.4088845664351,Centro Comunitario,Corteza Botánica y Salud Integral (Taller de Hotel Inminente),"Córdoba, Argentina",NULL,NULL
CS 025 - San Martin,Calle Paso de Uspallata 991,-64.196768,-31.394638,Centro de Salud,25,"Córdoba, Argentina",7 a 14hs,CS 025 - San Martin
COLOR ESPERANZA,ERNESTO BOSSOLA 6678,-64.253653,-31.32584,Sala Cuna,COLOR ESPERANZA,"Córdoba, Argentina",NULL,CS 061 - Barrio el Cerrito
CRECIENDO CON AMOR,AGUSTIN GARZON ESQ. LUIS BURETTA 5655,-64.1131111111111,-31.4278611111111,Sala Cuna,CRECIENDO CON AMOR,"Córdoba, Argentina",NULL,CS 010 - Colonia Lola
CRECIENDO JUNTOS,PASAJE LA CRUZ S/N (ENTRE SAN PEDRO NOLASCO Y CANAL MAESTRO),-64.284667,-31.330833,Sala Cuna,CRECIENDO JUNTOS,"Córdoba, Argentina",NULL,CS 034 - Villa 9 de Julio
CS 056 - Empalme,Calle Ariza 4800 (entre Samaniego y Pichanas),-64.124231,-31.432059,Centro de Salud,56,"Córdoba, Argentina",7 a 14hs,CS 056 - Empalme
CS 008 - Acosta,Calle Corrientes esq. Rio Parana,-64.130083,-31.427812,Centro de Salud,08,"Córdoba, Argentina",7 a 14hs,CS 008 - Acosta
CS 052 - Villa Urquiza,Calle Humberto Primero esq. Triunvirato,-64.241363,-31.391963,Centro de Salud,52,"Córdoba, Argentina",7 a 14hs,CS 052 - Villa Urquiza
CRECIENTO ENTRE MIMOS,ESTADOS UNIDOS 5628,-64.1137777777778,-31.4236944444444,Sala Cuna,CRECIENTO ENTRE MIMOS,"Córdoba, Argentina",NULL,CS 010 - Colonia Lola
Clínica San Nicolás#89#4,David Luque 966,-64.1711435182399,-31.406296961262,Clinica,Clínica San Nicolás#89#4,"Córdoba, Argentina",NULL,CS 089 - Villa Rivadavia
CS 015 - Remedios de Escalada,Calle 5 entre 14 y 15,-64.178771,-31.339123,Centro de Salud,15,"Córdoba, Argentina",7 a 14hs,CS 015 - Remedios de Escalada
CS 055 - Las Palmas,Calle Miguel de Sopegna 350,-64.240834,-31.406385,Centro de Salud,55,"Córdoba, Argentina",7 a 14hs,CS 055 - Las Palmas
CS 018 - San Jorge,Calle Barrancas del Parana esq. Jose Melian,-64.132154,-31.374268,Centro de Salud,18,"Córdoba, Argentina",7 a 18hs,CS 018 - San Jorge
CS 071 - Coop. el Arco,Calle Av. Sotomayor Esq. Brandan),-64.1330824,-31.4521807,Centro de Salud,71,"Córdoba, Argentina",7 a 14hs,CS 071 - Coop. el Arco
Clínica Mehelar#77#5,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#77#5,"Córdoba, Argentina",NULL,CS 077 - Don Bosco
CS 020 - Las Margaritas,Calle Herminio Malvino 2662,-64.210984,-31.377368,Centro de Salud,20,"Córdoba, Argentina",7 a 14hs,CS 020 - Las Margaritas
